UID,FirstName,LastName,GamerTag,City,Age,GamerScore,State
203956,Mitch,McGary,mitmcg,Oklahoma City,13,46,Oklahoma
203958,Andre,Dawkins,anddaw,Boston,14,50,Massachusetts
203959,Scottie,Wilbekin,scowil,Philadelphia,13,29,Pennsylvania
203960,JaKarr,Sampson,jaksam,Philadelphia,21,20,Pennsylvania
203961,Eric,Moreland,erimor,Sacramento,29,100,California
203962,Josh,Huestis,joshue,Oklahoma City,27,25,Oklahoma
203963,Shayne,Whittington,shawhi,Indiana,27,67,Pennsylvania
203964,Roscoe,Smith,rossmi,Los Angeles,26,50,California
203965,Justin,Cobbs,juscob,Charlotte,28,0,North Carolina
203966,Jamil,Wilson,jamwil,Dallas,28,0,Texas
203967,Dario,Saric,darsar,Phoenix,20,46,Arizona
203968,Jerrelle,Benimon,jerben,Denver,29,50,Colorado
203990,Drew,Crawford,drecra,Toronto,33,75,Ohio
203991,Clint,Capela,clicap,Houston,32,73,Texas
203992,Bogdan,Bogdanovic,bogbog,Sacramento,40,47,California
203994,Jusuf,Nurkic,jusnur,Portland,22,73,Oregon
203996,Damien,Inglis,daming,Milwaukee,38,0,Wisconsin
203998,Bruno,Caboclo,brucab,Memphis,34,50,Tennessee
203999,Nikola,Jokic,nikjok,Denver,41,62,Colorado
204001,Kristaps,Porzingis,kripor,Dallas,23,25,Texas
204002,Edy,Tavares,edytav,Atlanta,36,0,Georgia
204014,Damjan,Rudez,damrud,Orlando,40,33,Florida
204020,Tyler,Johnson,tyljoh,Miami,23,17,Florida
204021,Sim,Bhullar,simbhu,Sacramento,36,0,California
204022,Jack,Cooley,jaccoo,Cleveland,44,100,Ohio
204024,Christian,Watford,chrwat,Boston,15,0,Massachusetts
204025,Tim,Frazier,timfra,Milwaukee,34,62,Wisconsin
204027,Josh,Davis,josdav,San Antonio,29,0,Texas
204028,Tarik,Black,tarbla,Los Angeles,13,40,California
204033,David,Wear,davwea,Sacramento,17,0,California
204034,Luke,Hancock,lukhan,Memphis,20,100,Tennessee
204037,Travis,Wear,trawea,Los Angeles,29,17,California
204038,Langston,Galloway,langal,New Orleans,23,20,Louisiana
204039,Chris,Crawford,chrcra,Cleveland,22,50,Ohio
204040,Ronald,Roberts,ronrob,Toronto,25,0,Ohio
204041,Brian,Qvale,briqva,Charlotte,15,0,North Carolina
204044,Orlando,Sanchez,orlsan,New York,38,0,New York
204053,Shawn,Jones,shajon,Miami,40,100,Florida
204054,Zoran,Dragic,zordra,Miami,21,53,Florida
204061,Joe,Jackson,joejac,Phoenix,20,33,Arizona
204062,Casey,Prather,caspra,Phoenix,35,0,Arizona
204064,Akil,Mitchell,akimit,Houston,23,0,Texas
204066,John,Holland,johhol,Boston,32,50,Massachusetts
204067,Jarell,Eddie,jaredd,Chicago,43,0,Illinois
204071,Stephen,Holt,stehol,Cleveland,42,100,Ohio
204075,Talib,Zanna,talzan,Oklahoma City,24,100,Oklahoma
204076,Richard,Solomon,ricsol,Oklahoma City,37,75,Oklahoma
204077,Michael,Jenkins,micjen,Oklahoma City,41,33,Oklahoma
204079,Drew,Gordon,dregor,Philadelphia,18,67,Pennsylvania
204098,Xavier,Munford,xavmun,Memphis,44,50,Tennessee
204136,Marcus,Simmons,marsim,Chicago,15,0,Illinois
204179,Omari,Johnson,omajoh,Indiana,17,0,Pennsylvania
204189,Jaron,Johnson,jarjoh,Washington,16,33,District of Columbia
204192,Raphiael,Putney,rapput,Miami,24,0,Florida
204222,Greg,Whittington,grewhi,Miami,40,67,Florida
204456,T.J.,McConnell,t.jmcc,Indiana,26,43,Pennsylvania
1626143,Jahlil,Okafor,jahoka,New Orleans,27,50,Louisiana
1626144,Emmanuel,Mudiay,emmmud,New York,34,42,New York
1626146,Cliff,Alexander,cliale,New Orleans,39,67,Louisiana
1626147,Justin,Anderson,jusand,Brooklyn,42,7,New York
1626148,Anthony,Brown,antbro,Los Angeles,41,100,California
1626150,Andrew,Harrison,andhar,Cleveland,19,17,Ohio
1626151,Aaron,Harrison,aarhar,Charlotte,40,0,North Carolina
1626153,Delon,Wright,delwri,Detroit,21,40,Michigan
1626154,RJ,Hunter,rjhun,Boston,15,0,Massachusetts
1626155,Sam,Dekker,samdek,Houston,38,40,Texas
1626156,D'Angelo,Russell,d'arus,Brooklyn,30,43,New York
1626158,Richaun,Holmes,richol,Phoenix,40,25,Arizona
1626159,Justise,Winslow,juswin,Miami,39,29,Florida
1626160,JP,Tokoto,jptok,Philadelphia,17,0,Pennsylvania
1626162,Kelly,Oubre,keloub,Phoenix,43,25,Arizona
1626163,Frank,Kaminsky,frakam,Phoenix,34,17,Arizona
1626164,Devin,Booker,devboo,Phoenix,30,83,Arizona
1626165,Brandon,Ashley,braash,Dallas,17,20,Texas
1626166,Cameron,Payne,campay,Chicago,13,20,Illinois
1626167,Myles,Turner,myltur,Indiana,29,50,Pennsylvania
1626168,Trey,Lyles,trelyl,Detroit,20,62,Michigan
1626169,Stanley,Johnson,stajoh,Detroit,35,40,Michigan
1626170,Jerian,Grant,jergra,Orlando,29,46,Florida
1626171,Bobby,Portis,bobpor,Milwaukee,20,71,Wisconsin
1626173,Rashad,Vaughn,rasvau,Milwaukee,31,14,Wisconsin
1626174,Christian,Wood,chrwoo,Philadelphia,28,25,Pennsylvania
1626175,Jordan,Mickey,jormic,Boston,29,0,Massachusetts
1626176,Rakeem,Christmas,rakchr,Indiana,18,33,Pennsylvania
1626177,Dakari,Johnson,dakjoh,Oklahoma City,40,60,Oklahoma
1626178,Rondae,Hollis-Jefferson,ronhol,Brooklyn,44,36,New York
1626179,Terry,Rozier,terroz,Charlotte,14,50,North Carolina
1626181,Norman,Powell,norpow,Portland,14,47,Oregon
1626182,Jonathan,Holmes,jonhol,Los Angeles,14,25,California
1626184,Chasson,Randle,charan,Orlando,43,50,Florida
1626185,Jarell,Martin,jarmar,Memphis,44,43,Tennessee
1626186,Corey,Hawkins,corhaw,Miami,18,100,Florida
1626187,Michael,Frazier,micfra,Houston,21,0,Texas
1626188,Quinn,Cook,quicoo,Portland,26,33,Oregon
1626189,Terran,Petteway,terpet,Atlanta,28,0,Georgia
1626191,Chris,McCullough,chrmcc,Brooklyn,17,50,New York
1626192,Pat,Connaughton,patcon,Milwaukee,22,38,Wisconsin
1626193,Robert,Upshaw,robups,Los Angeles,30,25,California
1626195,Willy,Hernangomez,wilher,Charlotte,41,44,North Carolina
1626196,Josh,Richardson,josric,Boston,29,55,Massachusetts
1626199,Darrun,Hilliard,darhil,Detroit,29,60,Michigan
1626201,Wesley,Saunders,wessau,New York,32,0,New York
1626202,Joe,Young,joeyou,Indiana,28,25,Pennsylvania
1626203,Treveon,Graham,tregra,Brooklyn,23,100,New York
1626204,Larry,Nance,larnan,Los Angeles,26,67,California
1626205,Vincent,Hunter,vinhun,Sacramento,33,33,California
1626207,Ryan,Boatright,ryaboa,Brooklyn,32,50,New York
1626208,Keifer,Sykes,keisyk,Indiana,20,0,Pennsylvania
1626209,Mario,Hezonja,marhez,New York,30,20,New York
1626210,Alan,Williams,alawil,Phoenix,38,40,Arizona
1626214,Bryce,Dejean-Jones,brydej,New Orleans,19,43,Louisiana
1626217,Chris,Walker,chrwal,Houston,34,50,Texas
1626224,Cedi,Osman,cedosm,Cleveland,29,38,Ohio
1626242,Luis,Montero,luimon,Miami,19,40,Florida
1626245,Cristiano,Felicio,crifel,Chicago,27,25,Illinois
1626246,Boban,Marjanovic,bobmar,Dallas,41,71,Texas
1626251,Duje,Dukan,dujduk,Sacramento,27,50,California
1626252,Michale,Kyser,mickys,Toronto,26,0,Ohio
1626253,Axel,Toupane,axetou,Denver,44,43,Colorado
1626254,Maurice,Ndour,maundo,Dallas,25,50,Texas
1626257,Salah,Mejri,salmej,Dallas,24,50,Texas
1626258,Corey,Walden,corwal,Boston,37,0,Massachusetts
1626259,Malcolm,Miller,malmil,Toronto,23,67,Ohio
1626260,Levi,Randolph,levran,Cleveland,13,25,Ohio
1626261,Michael,Holyfield,michol,Memphis,30,0,Tennessee
1626262,Coty,Clarke,cotcla,Boston,24,33,Massachusetts
1626263,Shannon,Scott,shasco,Toronto,42,0,Ohio
1626269,Denzel,Livingston,denliv,Houston,22,60,Texas
1626270,Will,Cummings,wilcum,Houston,28,20,Texas
1626271,Kyle,Casey,kylcas,Phoenix,40,0,Arizona
1626272,Lazeric,Jones,lazjon,Memphis,35,80,Tennessee
1626273,Marcelo,Huertas,marhue,Los Angeles,27,43,California
1626275,Travis,Trice,tratri,New York,41,0,New York
1626276,Darion,Atkins,daratk,New York,38,0,New York
1626279,Jason,Washburn,jaswas,Charlotte,21,0,North Carolina
1626280,Sam,Thompson,samtho,Charlotte,32,0,North Carolina
1626281,Jon,Horford,jonhor,Milwaukee,33,0,Wisconsin
1626288,Joshua,Smith,jossmi,Houston,15,67,Texas
1626289,Marshall,Henderson,marhen,Sacramento,16,0,California
1626290,Corey,Webster,corweb,New Orleans,31,50,Louisiana
1626293,Edgar,Sosa,edgsos,Atlanta,28,0,Georgia
1626294,Jaleel,Roberts,jalrob,Milwaukee,38,100,Wisconsin
1626295,Nnanna,Egwu,nnaegw,Orlando,18,50,Florida
1626296,Jordan,Sibert,jorsib,Orlando,18,17,Florida
1626304,Youssou,Ndoye,youndo,San Antonio,31,0,Texas
1626305,Nick,Minnerath,nicmin,Cleveland,21,60,Ohio
1626643,Jacob,Pullen,jacpul,Philadelphia,37,50,Pennsylvania
1626780,Jonathan,Gibson,jongib,Dallas,25,33,Texas
1627098,Malcolm,Delaney,maldel,Atlanta,37,20,Georgia
1627215,Walt,Lemon,wallem,New Orleans,31,100,Louisiana
1627258,Sampson,Carter,samcar,Memphis,19,0,Tennessee
1627292,Kadeem,Jack,kadjac,Indiana,41,0,Pennsylvania
1627322,Bo,McCalebb,bomcc,New Orleans,16,33,Louisiana
1627362,Briante,Weber,briweb,Houston,35,0,Texas
1627395,Julian,Washburn,julwas,Memphis,24,100,Tennessee
1627732,Ben,Simmons,bensim,Philadelphia,25,73,Pennsylvania
1627733,Dragan,Bender,draben,Milwaukee,20,100,Wisconsin
1627734,Domantas,Sabonis,domsab,Oklahoma City,14,100,Oklahoma
1627735,Wade,Baldwin,wadbal,Memphis,37,38,Tennessee
1627736,Malik,Beasley,malbea,Denver,33,40,Colorado
1627737,Marquese,Chriss,marchr,Phoenix,40,67,Arizona
1627738,Deyonta,Davis,deydav,Memphis,25,100,Tennessee
1627740,Henry,Ellenson,henell,Detroit,37,20,Michigan
1627741,Buddy,Hield,budhie,Sacramento,13,32,California
1627742,Brandon,Ingram,braing,New Orleans,43,56,Louisiana
1627743,Demetrius,Jackson,demjac,Boston,40,33,Massachusetts
1627745,Damian,Jones,damjon,Atlanta,34,100,Georgia
1627746,Skal,Labissiere,skalab,Sacramento,27,50,California
1627747,Caris,LeVert,carlev,Brooklyn,31,36,New York
1627748,Thon,Maker,thomak,Milwaukee,40,25,Wisconsin
1627749,Dejounte,Murray,dejmur,San Antonio,33,40,Texas
1627750,Jamal,Murray,jammur,Denver,33,62,Colorado
1627751,Jakob,Poeltl,jakpoe,San Antonio,17,33,Texas
1627752,Taurean,Prince,taupri,Brooklyn,14,36,New York
1627753,Zhou,Qi,zhoqi,Houston,43,0,Texas
1627755,Tyler,Ulis,tyluli,Phoenix,23,33,Arizona
1627756,Denzel,Valentine,denval,Chicago,22,35,Illinois
1627757,Stephen,Zimmerman,stezim,Los Angeles,33,100,California
1627758,Ron,Baker,ronbak,New York,22,25,New York
1627759,Jaylen,Brown,jaybro,Boston,44,38,Massachusetts
1627760,Cat,Barber,catbar,Atlanta,13,0,Georgia
1627761,DeAndre',Bembry,deabem,Milwaukee,17,0,Wisconsin
1627763,Malcolm,Brogdon,malbro,Indiana,25,45,Pennsylvania
1627766,Isaiah,Cousins,isacou,Sacramento,16,0,California
1627767,Cheick,Diallo,chedia,Phoenix,20,50,Arizona
1627768,Perry,Ellis,perell,Charlotte,18,0,North Carolina
1627770,Kay,Felder,kayfel,Detroit,28,50,Michigan
1627771,Michael,Gbinije,micgbi,Detroit,26,50,Michigan
1627772,Daniel,Hamilton,danham,Oklahoma City,29,29,Oklahoma
1627773,AJ,Hammons,ajham,Dallas,35,80,Texas
1627776,Isaiah,Miles,isamil,Philadelphia,35,0,Pennsylvania
1627778,Chinanu,Onuaku,chionu,Portland,28,100,Oregon
1627779,Marcus,Paige,marpai,Charlotte,17,0,North Carolina
1627780,Gary,Payton,garpay,Milwaukee,18,25,Wisconsin
1627781,Malachi,Richardson,malric,Sacramento,22,43,California
1627782,Wayne,Selden,waysel,Memphis,43,11,Tennessee
1627783,Pascal,Siakam,passia,Toronto,14,25,Ohio
1627784,Jarrod,Uthoff,jaruth,Dallas,15,50,Texas
1627785,Isaiah,Whitehead,isawhi,Brooklyn,42,43,New York
1627786,Troy,Williams,trowil,Sacramento,44,60,California
1627787,Kyle,Wiltjer,kylwil,Houston,21,0,Texas
1627788,Furkan,Korkmaz,furkor,Philadelphia,28,100,Pennsylvania
1627789,Timothe,Luwawu-Cabarrot,timluw,Oklahoma City,38,0,Oklahoma
1627790,Ante,Zizic,antziz,Cleveland,25,36,Ohio
1627791,Ben,Bentil,benben,Boston,34,33,Massachusetts
1627812,Yogi,Ferrell,yogfer,Dallas,19,38,Texas
1627815,Sheldon,Mac,shemac,Washington,18,0,District of Columbia
1627816,Alex,Poythress,alepoy,Atlanta,15,33,Georgia
1627817,Tim,Quarterman,timqua,Portland,20,36,Oregon
1627818,Kaleb,Tarczewski,kaltar,Oklahoma City,42,67,Oklahoma
1627819,Isaiah,Taylor,isatay,Atlanta,42,67,Georgia
1627821,James,Webb,jamweb,Brooklyn,31,0,New York
1627822,Petr,Cornelie,petcor,Denver,29,100,Colorado
1627824,Guerschon,Yabusele,gueyab,Boston,43,33,Massachusetts
1627825,Rade,Zagorac,radzag,Memphis,17,100,Tennessee
1627827,Dorian,Finney-Smith,dorfin,Dallas,26,36,Texas
1627829,Julian,Jacobs,juljac,Los Angeles,23,50,California
1627832,Fred,VanVleet,frevan,Toronto,23,47,Ohio
1627834,Georgios,Papagiannis,geopap,Sacramento,21,20,California
1627835,Paul,Zipser,pauzip,Chicago,14,60,Illinois
1627841,Stefan,Jankovic,stejan,Miami,14,0,Florida
1627843,Thomas,Walkup,thowal,Chicago,33,0,Illinois
1627846,Abdel,Nader,abdnad,Boston,20,0,Massachusetts
1627848,Shawn,Long,shalon,Philadelphia,44,31,Pennsylvania
1627849,Daniel,Ochefu,danoch,Washington,39,60,District of Columbia
1627850,Marshall,Plumlee,marplu,New York,36,64,New York
1627851,Mindaugas,Kuzminskas,minkuz,New York,30,33,New York
1627852,Nicolas,Brussino,nicbru,Atlanta,29,0,Georgia
1627853,Ryan,Arcidiacono,ryaarc,Chicago,35,43,Illinois
1627854,Bryn,Forbes,bryfor,San Antonio,27,0,Texas
1627855,Okaro,White,okawhi,Miami,43,100,Florida
1627856,Matt,Costello,matcos,Atlanta,36,20,Georgia
1627858,Kyle,Collinsworth,kylcol,Dallas,28,50,Texas
1627861,Mike,Tobey,miktob,Charlotte,18,33,North Carolina
1627862,Beau,Beech,beabee,Brooklyn,22,33,New York
1627863,Danuel,House,danhou,Houston,22,57,Texas
1627865,Egidijus,Mockevicius,egimoc,Brooklyn,16,0,New York
1627866,Jameel,Warney,jamwar,Dallas,42,50,Texas
1627867,Keith,Hornsby,keihor,Dallas,18,0,Texas
1627868,Patricio,Garino,patgar,San Antonio,15,60,Texas
1627873,Shawn,Dawson,shadaw,New Orleans,16,0,Louisiana
1627878,Nick,Zeisloft,niczei,Indiana,38,0,Pennsylvania
1627879,Nicolas,Laprovittola,niclap,San Antonio,41,0,Texas
1627880,Quincy,Ford,quifor,New Orleans,23,100,Louisiana
1627881,Rasheed,Sulaimon,rassul,Charlotte,29,25,North Carolina
1627882,Andrew,Andrews,andand,Charlotte,16,25,North Carolina
1627883,Jalen,Jones,jaljon,Cleveland,25,0,Ohio
1627884,Derrick,Jones,derjon,Miami,15,0,Florida
1627885,Shaquille,Harrison,shahar,Chicago,44,62,Illinois
1627886,D'Vauntes,Smith-Rivera,d'vsmi,Chicago,28,0,Illinois
1627887,Trey,Freeman,trefre,Detroit,27,0,Michigan
1627888,Nikola,Jovanovic,nikjov,Detroit,40,0,Michigan
1627936,Alex,Caruso,alecar,Los Angeles,17,33,California
1627938,J.J.,Avila,j.javi,Chicago,13,100,Illinois
1627982,Josh,Gray,josgra,Phoenix,40,43,Arizona
1627988,Myke,Henry,mykhen,Memphis,16,44,Tennessee
1628021,David,Nwaba,davnwa,Cleveland,22,83,Ohio
1628035,Alfonzo,McKinnie,alfmck,Toronto,25,33,Ohio
1628041,Vashil,Fernandez,vasfer,Miami,20,0,Florida
1628070,Jordan,Loyd,jorloy,Toronto,33,20,Ohio
1628238,Paris,Bass,parbas,Phoenix,40,0,Arizona
1628249,Mitchell,Creek,mitcre,Brooklyn,30,0,New York
1628365,Markelle,Fultz,marful,Orlando,20,67,Florida
1628366,Lonzo,Ball,lonbal,New Orleans,42,40,Louisiana
1628367,Josh,Jackson,josjac,Detroit,43,55,Michigan
1628368,De'Aaron,Fox,de'fox,Sacramento,13,30,California
1628369,Jayson,Tatum,jaytat,Boston,22,48,Massachusetts
1628370,Malik,Monk,malmon,Charlotte,42,47,North Carolina
1628371,Jonathan,Isaac,jonisa,Orlando,40,40,Florida
1628372,Dennis,Smith,densmi,New York,20,44,New York
1628373,Frank,Ntilikina,franti,New York,39,100,New York
1628374,Lauri,Markkanen,laumar,Chicago,16,55,Illinois
1628380,Zach,Collins,zaccol,Portland,13,57,Oregon
1628381,John,Collins,johcol,Atlanta,32,36,Georgia
1628382,Justin,Jackson,jusjac,Sacramento,29,60,California
1628383,Justin,Patton,juspat,Oklahoma City,15,33,Oklahoma
1628384,OG,Anunoby,oganu,Toronto,18,100,Ohio
1628385,Harry,Giles,hargil,Sacramento,35,29,California
1628386,Jarrett,Allen,jarall,Brooklyn,30,88,New York
1628387,Ike,Anigbogu,ikeani,Indiana,26,67,Pennsylvania
1628388,TJ,Leaf,tjlea,Indiana,22,63,Pennsylvania
1628389,Bam,Adebayo,bamade,Miami,29,67,Florida
1628390,Terrance,Ferguson,terfer,Oklahoma City,13,0,Oklahoma
1628391,D.J.,Wilson,d.jwil,Milwaukee,33,75,Wisconsin
1628394,Anzejs,Pasecniks,anzpas,Washington,19,86,District of Columbia
1628395,Jordan,Bell,jorbel,Memphis,41,100,Tennessee
1628396,Tony,Bradley,tonbra,Oklahoma City,17,25,Oklahoma
1628397,Ivan,Rabb,ivarab,Memphis,15,80,Tennessee
1628398,Kyle,Kuzma,kylkuz,Los Angeles,19,12,California
1628399,Tyler,Lydon,tyllyd,Denver,27,100,Colorado
1628400,Semi,Ojeleye,semoje,Boston,41,57,Massachusetts
1628401,Derrick,White,derwhi,San Antonio,40,12,Texas
1628402,Frank,Jackson,frajac,Detroit,20,46,Michigan
1628403,Caleb,Swanigan,calswa,Portland,13,40,Oregon
1628404,Josh,Hart,joshar,Los Angeles,42,50,California
1628405,Johnathan,Motley,johmot,Dallas,34,80,Texas
1628407,Dwayne,Bacon,dwabac,Charlotte,38,0,North Carolina
1628408,PJ,Dozier,pjdoz,Boston,30,60,Massachusetts
1628409,Alec,Peters,alepet,Phoenix,33,0,Arizona
1628410,Edmond,Sumner,edmsum,Indiana,28,75,Pennsylvania
1628411,Wes,Iwundu,wesiwu,Orlando,34,33,Florida
1628412,Frank,Mason,framas,Sacramento,40,17,California
1628413,Jonah,Bolden,jonbol,Philadelphia,36,75,Pennsylvania
1628415,Dillon,Brooks,dilbro,Memphis,31,57,Tennessee
1628416,Tyler,Dorsey,tyldor,Atlanta,39,50,Georgia
1628417,Jaron,Blossomgame,jarblo,Cleveland,27,100,Ohio
1628418,Thomas,Bryant,thobry,Washington,29,50,District of Columbia
1628419,Cameron,Oliver,camoli,Houston,38,50,Texas
1628420,Monte,Morris,monmor,Denver,30,57,Colorado
1628421,Devin,Robinson,devrob,Washington,37,33,District of Columbia
1628422,Damyean,Dotson,damdot,Cleveland,19,60,Ohio
1628424,Kobi,Simmons,kobsim,Memphis,35,50,Tennessee
1628425,Sterling,Brown,stebro,Houston,29,17,Texas
1628427,Vlatko,Cancar,vlacan,Denver,35,0,Colorado
1628429,Charles,Cooke,chacoo,Miami,13,0,Florida
1628431,V.J.,Beachem,v.jbea,Los Angeles,32,50,California
1628432,Davon,Reed,davree,Phoenix,39,25,Arizona
1628433,L.J.,Peak,l.jpea,Boston,36,100,Massachusetts
1628436,Luke,Kornet,lukkor,Chicago,17,50,Illinois
1628439,Isaiah,Hicks,isahic,New York,21,100,New York
1628443,Kadeem,Allen,kadall,Boston,31,0,Massachusetts
1628444,Jabari,Bird,jabbir,Boston,17,70,Massachusetts
1628448,Kavell,Bigby-Williams,kavbig,New Orleans,43,100,Louisiana
1628450,Eric,Mika,erimik,Sacramento,16,67,California
1628451,Jacob,Wiley,jacwil,Brooklyn,14,0,New York
1628452,Kennedy,Meeks,kenmee,Toronto,29,0,Ohio
1628454,Mike,Young,mikyou,Washington,29,0,District of Columbia
1628455,Mike,James,mikjam,Brooklyn,34,40,New York
1628456,Jeremy,Morgan,jermor,Memphis,27,0,Tennessee
1628460,Bronson,Koenig,brokoe,Chicago,13,0,Illinois
1628463,Tyler,Cavanaugh,tylcav,Atlanta,28,60,Georgia
1628464,Daniel,Theis,danthe,Boston,21,91,Massachusetts
1628467,Maxi,Kleber,maxkle,Dallas,25,30,Texas
1628469,Antonio,Blakeney,antbla,Chicago,39,83,Illinois
1628470,Torrey,Craig,torcra,Phoenix,29,50,Arizona
1628473,Yakuba,Ouattara,yakoua,Brooklyn,29,100,New York
1628475,Matt,Williams,matwil,Miami,38,100,Florida
1628476,Derrick,Walton,derwal,Chicago,32,60,Illinois
1628477,Landry,Nnoko,lannno,Detroit,36,0,Michigan
1628491,Derek,Willis,derwil,Detroit,34,50,Michigan
1628492,Gian,Clavell,giacla,Dallas,40,0,Texas
1628493,Mangok,Mathiang,manmat,Charlotte,39,100,North Carolina
1628494,T.J.,Williams,t.jwil,Charlotte,22,0,North Carolina
1628495,Milton,Doyle,mildoy,Brooklyn,28,25,New York
1628496,Jeremy,Senglin,jersen,Brooklyn,39,100,New York
1628499,Antonius,Cleveland,antcle,Dallas,18,62,Texas
1628500,Ben,Moore,benmoo,Indiana,43,0,Pennsylvania
1628502,Nigel,Hayes,nighay,New York,42,0,New York
1628503,Jamel,Artis,jamart,Sacramento,44,60,California
1628504,Xavier,Rathan-Mayes,xavrat,Memphis,20,40,Tennessee
1628505,Troy,Caupain,trocau,Orlando,16,0,Florida
1628506,London,Perrantes,lonper,Cleveland,29,100,Ohio
1628510,Andrew,White,andwhi,Atlanta,28,75,Georgia
1628511,James,Blackmon,jambla,Philadelphia,25,40,Pennsylvania
1628512,Matt,Jones,matjon,Sacramento,21,0,California
1628515,Isaiah,Briscoe,isabri,Portland,16,0,Oregon
1628516,Terry,Henderson,terhen,Charlotte,27,25,North Carolina
1628518,Amile,Jefferson,amijef,Orlando,24,33,Florida
1628535,Jordan,Mathews,jormat,Atlanta,23,50,Georgia
1628537,Jaylen,Morris,jaymor,Milwaukee,31,0,Wisconsin
1628571,Erik,McCree,erimcc,Miami,35,33,Florida
1628575,Jaylen,Johnson,jayjoh,Chicago,13,50,Illinois
1628576,Bryce,Alford,bryalf,Oklahoma City,25,0,Oklahoma
1628578,Amida,Brimah,amibri,Indiana,16,0,Pennsylvania
1628591,Craig,Sword,craswo,Washington,29,0,District of Columbia
1628605,Dusty,Hannahs,dushan,Memphis,16,29,Tennessee
1628656,Billy,Garrett,bilgar,New York,40,40,New York
1628677,Durand,Scott,dursco,Memphis,43,50,Tennessee
1628679,Daniel,Dixon,dandix,Boston,42,0,Massachusetts
1628681,Rodney,Purvis,rodpur,Orlando,14,67,Florida
1628769,Tahjere,McCall,tahmcc,Brooklyn,39,67,New York
1628778,Paul,Watson,pauwat,Toronto,17,0,Ohio
1628935,Aaron,Jackson,aarjac,Houston,37,67,Texas
1628959,Rawle,Alkins,rawalk,Chicago,30,0,Illinois
1628961,Kostas,Antetokounmpo,kosant,Los Angeles,18,100,California
1628963,Marvin,Bagley,marbag,Sacramento,41,50,California
1628964,Mo,Bamba,mobam,Orlando,26,80,Florida
1628966,Keita,Bates-Diop,keibat,San Antonio,30,33,Texas
1628968,Brian,Bowen,bribow,Indiana,15,100,Pennsylvania
1628969,Mikal,Bridges,mikbri,Phoenix,22,60,Arizona
1628970,Miles,Bridges,milbri,Charlotte,43,80,North Carolina
1628971,Bruce,Brown,brubro,Detroit,27,38,Michigan
1628972,Troy,Brown,trobro,Chicago,36,86,Illinois
1628973,Jalen,Brunson,jalbru,Dallas,21,33,Texas
1628975,Jevon,Carter,jevcar,Phoenix,26,100,Arizona
1628976,Wendell,Carter,wencar,Chicago,43,75,Illinois
1628977,Hamidou,Diallo,hamdia,Oklahoma City,22,80,Oklahoma
1628978,Donte,DiVincenzo,dondiv,Milwaukee,33,17,Wisconsin
1628979,Trevon,Duval,treduv,Milwaukee,21,0,Wisconsin
1628981,Bruno,Fernando,brufer,Atlanta,33,100,Georgia
1628982,Melvin,Frazier,melfra,Orlando,32,0,Florida
1628983,Shai,Gilgeous-Alexander,shagil,Oklahoma City,15,67,Oklahoma
1628984,Devonte',Graham,devgra,Charlotte,15,44,North Carolina
1628985,Devon,Hall,devhal,Oklahoma City,31,33,Oklahoma
1628987,Kevin,Hervey,kevher,Oklahoma City,40,0,Oklahoma
1628988,Aaron,Holiday,aarhol,Indiana,24,20,Pennsylvania
1628989,Kevin,Huerter,kevhue,Atlanta,43,43,Georgia
1628990,Chandler,Hutchison,chahut,Washington,18,40,District of Columbia
1628991,Jaren,Jackson,jarjac,Memphis,14,43,Tennessee
1628993,Alize,Johnson,alijoh,Indiana,43,33,Pennsylvania
1628994,George,King,geokin,Phoenix,33,33,Arizona
1628995,Kevin,Knox,kevkno,New York,38,40,New York
1628996,Sagaba,Konate,sagkon,Toronto,21,50,Ohio
1628997,Caleb,Martin,calmar,Charlotte,43,43,North Carolina
1628998,Cody,Martin,codmar,Charlotte,41,40,North Carolina
1628999,Yante,Maten,yanmat,Miami,23,56,Florida
1629000,Brandon,McCoy,bramcc,New Orleans,36,0,Louisiana
1629001,De'Anthony,Melton,de'mel,Phoenix,42,0,Arizona
1629002,Chimezie,Metu,chimet,Sacramento,24,56,California
1629003,Shake,Milton,shamil,Philadelphia,43,60,Pennsylvania
1629004,Svi,Mykhailiuk,svimyk,Oklahoma City,16,33,Oklahoma
1629005,Malik,Newman,malnew,Miami,42,20,Florida
1629007,Jontay,Porter,jonpor,Memphis,27,0,Tennessee
1629008,Michael,Porter,micpor,Denver,23,27,Colorado
1629009,Billy,Preston,bilpre,Cleveland,20,0,Ohio
1629011,Mitchell,Robinson,mitrob,New York,18,71,New York
1629012,Collin,Sexton,colsex,Cleveland,43,19,Ohio
1629013,Landry,Shamet,lansha,Brooklyn,33,33,New York
1629014,Anfernee,Simons,anfsim,Portland,21,47,Oregon
1629015,Zhaire,Smith,zhasmi,Philadelphia,42,33,Pennsylvania
1629016,Omari,Spellman,omaspe,Atlanta,36,29,Georgia
1629017,Khyri,Thomas,khytho,Detroit,17,60,Michigan
1629018,Gary,Trent,gartre,Toronto,31,20,Ohio
1629019,Allonzo,Trier,alltri,New York,38,40,New York
1629021,Moritz,Wagner,morwag,Los Angeles,31,38,California
1629022,Lonnie,Walker,lonwal,San Antonio,29,48,Texas
1629023,P.J.,Washington,p.jwas,Charlotte,19,0,North Carolina
1629026,Kenrich,Williams,kenwil,New Orleans,44,57,Louisiana
1629027,Trae,Young,trayou,Atlanta,43,52,Georgia
